depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,33.83,20.11,13.71,6.86
5-15cm,32.07,18.87,13.21,13.21
15-30cm,28.97,16.55,12.42,18.63
30-60cm,31.47,19.27,12.2,36.59
60-100cm,30.71,18.3,12.4,49.61
