property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,57,57,57,58,59
soc,416,312,165,120,74
clay,362,349,397,389,380
sand,310,316,286,294,301
silt,328,335,316,317,319
bdod,125,127,127,134,136
cec,229,217,206,187,179
