crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,132.13,1.371,0.995,0.781,0.155,130.36,3.27,0.7885,21.15,48.0989,74.94,39.5195,182.86,26.6681,262.38,20.952,43.16,HIGH
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,132.13,0.717,0.857,0.715,0.07,133.98,0.0,0.8611,13.89,79.715,118.87,35.7763,168.93,32.7623,326.4,14.3106,39.1971,NOT_SUITABLE
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,132.13,0.395,0.933,0.719,0.144,77.59,0.0,0.519,48.1,75.6969,107.92,24.0072,115.61,33.8279,341.07,18.8939,35.1578,NOT_SUITABLE
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,132.13,-0.821,0.229,0.754,0.155,30.25,0.0,0.2029,79.71,27.6157,42.38,10.0455,50.06,33.2171,340.13,30.1268,34.4047,HIGH
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,132.13,-0.979,0.308,0.619,0.163,34.65,0.0,0.243,75.7,0.0,0.0,1.4916,7.68,35.0733,364.53,44.8154,33.5215,HIGH
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,132.13,0.652,0.39,0.734,0.286,122.93,11.85,0.7238,27.62,4.5285,7.68,7.5882,39.32,38.2203,397.95,47.2088,33.431,HIGH
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,132.13,1.147,0.301,0.834,0.452,175.34,11.0,1.0,0.0,4.3984,7.68,15.2581,79.52,40.4265,421.45,39.9115,30.0179,HIGH
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,132.13,0.277,0.301,0.55,0.302,150.08,0.0,0.9547,4.53,0.0,0.0,30.0466,157.47,43.1525,448.57,39.5195,26.4965,HIGH
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,132.13,0.52,0.627,1.055,0.708,178.46,22.51,0.956,4.4,0.0,0.0,42.8065,225.46,44.1408,457.39,35.7763,27.1882,HIGH
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,132.13,1.362,1.276,1.182,1.072,238.49,63.24,1.0,0.0,18.252,31.64,55.1843,290.07,44.4949,457.39,24.0072,27.0737,NOT_SUITABLE
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,132.13,0.478,0.965,0.988,0.768,161.53,8.06,1.0,0.0,42.121,71.84,68.052,356.84,49.8604,508.31,10.0455,26.9475,NOT_SUITABLE
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,132.13,-1.477,0.363,0.716,0.963,78.49,0.0,0.8175,18.25,71.7134,125.82,68.5754,358.63,52.9825,538.83,1.4916,23.0505,NOT_SUITABLE
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,132.13,0.247,0.216,0.639,1.043,90.66,0.0,0.5788,42.12,85.269,153.62,65.5868,341.93,49.8135,505.3,7.5882,22.7556,NOT_SUITABLE
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,132.13,-0.109,0.255,0.621,0.976,49.63,0.0,0.2829,71.71,74.9961,132.6,56.4784,291.1,42.9304,430.5,15.2581,26.6681,NOT_SUITABLE
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,132.13,-1.114,-0.139,0.455,0.947,26.54,0.0,0.1473,85.27,75.6581,131.38,45.5201,231.93,40.5498,402.0,30.0466,32.7623,NOT_SUITABLE
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,132.13,0.176,-0.903,0.57,1.046,44.21,0.0,0.25,75.0,58.6994,100.2,33.3094,167.32,40.3838,394.7,42.8065,33.8279,NOT_SUITABLE
