depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.35,23.58,12.78,6.39
5-15cm,35.59,22.83,12.75,12.75
15-30cm,39.92,27.44,12.48,18.73
30-60cm,41.62,29.56,12.07,36.2
60-100cm,40.58,28.37,12.21,48.85
