crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,123.19,0.136,-0.52,0.212,0.97,211.44,10.35,1.0,0.0,0.0,0.0,17.2641,120.73,13.9346,144.68,65.5933,62.6767,MEDIUM
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,123.19,0.778,0.643,0.683,1.427,400.49,123.19,1.0,0.0,0.0,0.0,18.6138,120.73,15.1007,145.2,50.3594,59.1211,MEDIUM
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,123.19,1.359,1.059,1.085,1.566,492.09,123.19,1.0,0.0,3.666,8.37,20.1925,120.73,21.0384,186.05,34.5904,56.9271,MEDIUM
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,123.19,0.144,0.537,0.617,0.926,268.49,87.41,1.0,0.0,53.2683,120.73,26.7402,144.68,28.1264,230.88,20.4161,48.8467,NOT_SUITABLE
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,123.19,-1.351,0.301,0.322,0.856,96.87,0.0,0.9633,3.67,50.1298,112.35,28.1292,136.31,35.261,266.96,11.8242,41.6841,NOT_SUITABLE
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,123.19,-1.374,-0.211,-0.28,-0.746,18.5,0.0,0.4673,53.27,0.0,0.0,5.822,23.95,30.2488,214.86,1.2383,35.1548,HIGH
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,123.19,1.871,1.599,1.478,1.497,801.98,123.19,0.4987,50.13,0.0,0.0,7.0663,23.95,41.9073,278.34,17.1176,37.2272,HIGH
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,123.19,1.846,1.343,1.404,1.387,827.62,76.34,1.0,0.0,18.4037,23.95,7.8191,24.47,49.3265,336.53,17.2641,31.6003,HIGH
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,123.19,-0.988,1.379,1.48,1.534,55.51,33.37,1.0,0.0,20.8068,23.95,22.8039,65.32,48.1044,336.53,18.6138,26.1167,HIGH
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,123.19,-0.561,1.934,1.391,1.541,29.87,0.0,0.816,18.4,0.0,0.0,30.8072,86.2,42.5968,312.57,20.1925,20.3058,HIGH
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,123.19,1.274,1.969,1.549,1.655,136.73,78.93,0.7919,20.81,0.0,0.0,47.9421,130.65,52.3549,402.27,26.7402,18.6269,NOT_SUITABLE
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,123.19,1.692,1.92,1.546,1.653,174.27,77.25,1.0,0.0,0.5988,0.51,63.8764,190.91,55.7304,474.2,28.1292,12.4636,NOT_SUITABLE
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,123.19,0.093,0.31,1.645,1.607,37.54,37.93,1.0,0.0,44.5905,41.36,78.2279,254.39,61.7672,576.46,5.822,12.9559,NOT_SUITABLE
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,123.19,-1.222,0.445,1.396,1.571,7.98,0.0,0.994,0.6,88.3031,85.68,84.4957,312.06,62.82,641.29,7.0663,13.9346,NOT_SUITABLE
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,123.19,-1.124,0.591,1.409,1.573,13.47,0.0,0.5541,44.59,88.2139,89.29,65.6452,271.21,63.9715,708.78,7.8191,15.1007,NOT_SUITABLE
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,123.19,-0.992,1.053,1.8,1.561,11.35,0.0,0.117,88.3,90.1972,104.71,49.8628,226.37,59.0174,687.28,22.8039,21.0384,NOT_SUITABLE
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,123.19,-4.753,-1.658,1.776,1.544,11.93,0.0,0.1179,88.21,94.3064,123.73,54.7804,271.62,52.6138,642.83,30.8072,28.1264,NOT_SUITABLE
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,123.19,-4.753,-1.738,1.861,1.532,11.38,0.0,0.098,90.2,77.8929,121.66,51.32,283.29,46.1076,582.57,47.9421,35.261,NOT_SUITABLE
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,123.19,-1.717,-1.536,-1.314,1.526,7.47,0.0,0.0569,94.31,32.1968,58.19,52.9646,322.07,39.7583,519.1,63.8764,30.2488,NOT_SUITABLE
sugarcane,2017-10-01,2017-10-15,2017-10_Q1,123.19,0.488,-1.006,0.22,1.561,34.53,0.0,0.2211,77.89,0.0,0.0,50.5331,329.24,35.6459,460.91,78.2279,41.9073,NOT_SUITABLE
sugarcane,2017-10-16,2017-10-31,2017-10_Q2,123.19,1.896,1.583,1.152,1.587,138.35,15.82,0.678,32.2,48.7745,89.7,62.9763,437.57,35.989,460.91,84.4957,49.3265,NOT_SUITABLE
sugarcane,2017-11-01,2017-11-15,2017-11_Q1,123.19,1.825,1.702,1.607,1.6,184.37,2.66,1.0,0.0,75.4889,161.63,64.8665,460.91,37.0724,460.91,65.6452,48.1044,NOT_SUITABLE
sugarcane,2017-11-16,2017-11-30,2017-11_Q2,123.19,0.401,1.067,0.389,1.58,78.39,0.0,0.5123,48.77,71.5448,174.19,51.1339,371.21,30.8021,371.21,49.8628,42.5968,NOT_SUITABLE
sugarcane,2017-12-01,2017-12-15,2017-12_Q1,123.19,-0.811,0.729,-0.044,1.66,49.82,0.0,0.2451,75.49,65.5465,167.61,42.0635,299.28,28.1725,316.19,54.7804,52.3549,NOT_SUITABLE
sugarcane,2017-12-16,2017-12-31,2017-12_Q2,123.19,-1.574,-0.205,-0.95,1.673,69.28,0.0,0.2846,71.54,64.9416,173.68,28.2454,197.02,22.3998,232.86,51.32,55.7304,NOT_SUITABLE
sugarcane,2018-01-01,2018-01-15,2018-01_Q1,123.19,-1.296,-1.005,-1.126,0.759,88.1,0.0,0.3445,65.55,54.6967,131.67,20.526,131.67,21.2502,201.05,52.9646,61.7672,NOT_SUITABLE
sugarcane,2018-01-16,2018-01-31,2018-01_Q2,123.19,-1.222,-1.757,-1.62,0.249,93.76,0.0,0.3506,64.94,10.8538,23.34,3.9839,23.34,15.0391,128.33,50.5331,62.82,MEDIUM
sugarcane,2018-02-01,2018-02-15,2018-02_Q1,123.19,-1.104,-1.724,-1.37,0.177,109.06,0.0,0.453,54.7,0.0,0.0,0.0,0.0,19.06,150.96,62.9763,63.9715,MEDIUM
sugarcane,2018-02-16,2018-02-28,2018-02_Q2,123.19,0.794,-0.984,-0.599,1.242,349.23,123.19,0.8915,10.85,0.0,0.0,0.0,0.0,25.5378,186.52,64.8665,59.0174,MEDIUM
sugarcane,2018-03-01,2018-03-15,2018-03_Q1,123.19,0.242,-1.335,-1.135,1.1,265.29,15.9,1.0,0.0,0.0,0.0,4.1163,16.91,35.7988,245.79,51.1339,52.6138,HIGH
sugarcane,2018-03-16,2018-03-31,2018-03_Q2,123.19,-0.588,-0.685,-0.728,-0.907,160.52,68.67,1.0,0.0,0.0,0.0,10.4792,35.84,46.6222,299.55,42.0635,46.1076,HIGH
sugarcane,2018-04-01,2018-04-15,2018-04_Q1,123.19,0.977,-0.193,-0.372,-0.464,317.23,123.19,1.0,0.0,0.0,0.0,22.7753,69.38,54.3262,357.15,28.2454,39.7583,NOT_SUITABLE
sugarcane,2018-04-16,2018-04-30,2018-04_Q2,123.19,1.357,0.095,-0.961,-0.544,167.55,56.19,1.0,0.0,0.0,0.0,39.2563,104.99,64.6418,434.73,20.526,35.6459,NOT_SUITABLE
sugarcane,2018-05-01,2018-05-15,2018-05_Q1,123.19,-0.195,0.657,-1.267,-0.436,37.99,29.22,1.0,0.0,18.1484,16.91,58.217,150.96,74.3116,549.99,3.9839,35.989,NOT_SUITABLE
sugarcane,2018-05-16,2018-05-31,2018-05_Q2,123.19,-0.083,-0.184,-0.893,-0.851,60.7,8.53,1.0,0.0,46.0085,35.84,74.2591,186.52,81.5784,657.46,0.0,37.0724,NOT_SUITABLE
sugarcane,2018-06-01,2018-06-15,2018-06_Q1,123.19,0.014,0.626,-0.97,-1.004,47.05,0.0,0.8185,18.15,66.0077,52.47,83.0029,228.88,72.1148,640.55,0.0,30.8021,NOT_SUITABLE
sugarcane,2018-06-16,2018-06-30,2018-06_Q2,123.19,-0.068,0.894,-0.536,-0.916,33.53,0.0,0.5399,46.01,85.1702,69.15,87.7687,263.71,64.0454,621.61,4.1163,28.1725,NOT_SUITABLE
sugarcane,2018-07-01,2018-07-15,2018-07_Q1,123.19,-0.198,-0.87,-0.445,-0.995,27.02,0.0,0.3399,66.01,94.1705,81.58,81.5699,287.77,64.66,675.6,10.4792,22.3998,NOT_SUITABLE
sugarcane,2018-07-16,2018-07-31,2018-07_Q2,123.19,-0.684,-0.762,-0.134,-0.955,12.04,0.0,0.1483,85.17,88.5421,81.53,81.4031,329.74,57.1292,639.99,22.7753,21.2502,NOT_SUITABLE
sugarcane,2018-08-01,2018-08-15,2018-08_Q1,123.19,-0.868,-0.975,0.386,-0.971,5.05,0.0,0.0583,94.17,86.5008,94.84,82.9914,399.03,50.2566,594.02,39.2563,15.0391,NOT_SUITABLE
