depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,30.01,18.42,11.59,5.79
5-15cm,28.32,16.89,11.43,11.43
15-30cm,26.49,15.87,10.62,15.94
30-60cm,27.35,16.53,10.82,32.45
60-100cm,25.08,14.77,10.31,41.24
