depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.78,24.54,14.24,7.12
5-15cm,38.82,24.73,14.09,14.09
15-30cm,38.35,24.83,13.52,20.27
30-60cm,39.13,25.93,13.2,39.6
60-100cm,38.12,24.78,13.34,53.35
