depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.95,24.71,14.25,7.12
5-15cm,38.67,24.54,14.13,14.13
15-30cm,37.39,23.21,14.18,21.26
30-60cm,37.3,23.34,13.96,41.88
60-100cm,36.1,22.02,14.08,56.32
