crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,121.85,-0.752,-1.036,-0.609,-1.586,90.13,0.0,0.4497,55.03,0.0,0.0,14.1563,97.46,11.4269,117.49,72.276,67.02,LOW
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,121.85,0.17,-0.239,0.154,-0.184,324.23,121.85,0.7311,26.89,0.0,0.0,15.2671,97.46,15.8135,150.6,69.3013,71.0538,MEDIUM
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,121.85,0.883,-0.093,0.109,0.032,417.88,121.85,1.0,0.0,9.1487,20.22,16.5732,97.46,21.147,185.24,54.5119,62.97,MEDIUM
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,121.85,-0.357,-0.264,-0.125,-0.396,200.1,65.19,1.0,0.0,43.8452,97.46,21.9598,117.49,28.8857,235.75,39.9509,58.2601,HIGH
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,121.85,-1.746,-0.649,-0.715,-0.509,78.94,0.0,0.9085,9.15,34.6958,77.24,20.1746,97.27,33.9849,256.87,30.3065,50.9422,HIGH
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,121.85,-1.467,-0.776,-0.887,-1.154,59.63,0.0,0.5615,43.85,0.0,0.0,4.8783,20.03,32.6556,231.6,19.5903,45.2685,HIGH
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,121.85,1.849,1.048,0.497,0.557,551.73,121.85,0.653,34.7,0.0,0.0,5.8954,20.03,44.7345,296.74,23.2946,43.7966,HIGH
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,121.85,1.65,0.513,0.333,0.36,540.59,73.02,1.0,0.0,15.4461,20.03,16.9244,53.14,53.1334,362.31,14.1563,38.239,NOT_SUITABLE
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,121.85,-1.372,0.627,0.232,0.324,59.84,37.26,1.0,0.0,17.403,20.03,30.4892,87.78,53.8064,376.52,15.2671,33.8234,NOT_SUITABLE
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,121.85,-0.521,1.155,0.046,0.274,36.61,0.0,0.8455,15.45,0.0,0.0,42.0662,118.26,58.9637,432.65,16.5732,28.4945,NOT_SUITABLE
sugarcane,2017-05-16,2017-05-31,2017-05_Q2,121.85,1.377,1.848,0.525,0.694,126.68,68.89,0.826,17.4,0.0,0.0,58.3127,159.6,60.9795,468.32,21.9598,26.5026,NOT_SUITABLE
sugarcane,2017-06-01,2017-06-15,2017-06_Q1,121.85,1.764,1.787,0.655,0.761,151.22,53.41,1.0,0.0,38.2725,33.11,70.8377,211.57,63.7437,541.52,20.1746,19.8356,NOT_SUITABLE
sugarcane,2017-06-16,2017-06-30,2017-06_Q2,121.85,0.018,-0.034,1.07,0.541,24.54,13.23,1.0,0.0,73.1455,67.75,85.5035,276.72,71.2311,663.13,4.8783,16.453,NOT_SUITABLE
sugarcane,2017-07-01,2017-07-15,2017-07_Q1,121.85,-1.39,0.649,0.608,0.521,0.0,0.0,0.6173,38.27,87.9645,85.15,84.0384,309.16,67.0055,678.96,5.8954,11.4269,NOT_SUITABLE
sugarcane,2017-07-16,2017-07-31,2017-07_Q2,121.85,-1.233,0.82,0.705,0.414,11.65,0.0,0.2685,73.15,91.0574,91.85,70.1064,288.74,67.8808,743.69,16.9244,15.8135,NOT_SUITABLE
sugarcane,2017-08-01,2017-08-15,2017-08_Q1,121.85,-0.977,1.189,1.623,0.364,11.65,0.0,0.1204,87.96,80.8926,93.31,69.4587,314.39,64.2035,739.92,30.4892,21.147,NOT_SUITABLE
sugarcane,2017-08-16,2017-08-31,2017-08_Q2,121.85,-1.797,-1.578,1.745,0.346,9.02,0.0,0.0894,91.06,89.9951,117.12,62.4561,308.72,57.7405,698.58,42.0662,28.8857,NOT_SUITABLE
sugarcane,2017-09-01,2017-09-15,2017-09_Q1,121.85,0.819,-2.705,1.741,0.456,22.04,0.0,0.1911,80.89,83.9282,130.71,59.8974,329.95,51.7446,646.61,58.3127,33.9849,NOT_SUITABLE
sugarcane,2017-09-16,2017-09-30,2017-09_Q2,121.85,0.053,-1.504,-1.437,0.401,13.02,0.0,0.1,90.0,44.1112,79.78,63.6256,386.41,45.0795,581.46,70.8377,32.6556,NOT_SUITABLE
sugarcane,2017-10-01,2017-10-15,2017-10_Q1,121.85,0.601,-0.291,0.226,0.399,25.03,0.0,0.1607,83.93,49.7817,90.38,57.2966,369.8,40.3789,515.9,85.5035,44.7345,NOT_SUITABLE
sugarcane,2017-10-16,2017-10-31,2017-10_Q2,121.85,1.521,1.27,1.083,0.52,101.08,0.0,0.5589,44.11,61.0051,111.83,66.5402,454.95,39.6379,501.69,84.0384,53.1334,NOT_SUITABLE
