depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,33.89,20.67,13.22,6.61
5-15cm,34.28,21.12,13.16,13.16
15-30cm,36.57,23.75,12.82,19.23
30-60cm,43.72,31.7,12.02,36.06
60-100cm,44.71,32.82,11.89,47.56
