depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.53,24.2,15.33,7.66
5-15cm,38.64,23.44,15.2,15.2
15-30cm,37.38,22.78,14.6,21.9
30-60cm,37.36,23.1,14.26,42.78
60-100cm,36.38,22.06,14.33,57.31
