depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.87,24.32,14.55,7.28
5-15cm,37.43,23.41,14.01,14.01
15-30cm,37.03,23.5,13.52,20.28
30-60cm,37.12,23.86,13.26,39.78
60-100cm,36.67,23.44,13.23,52.92
