depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.89,24.25,14.64,7.32
5-15cm,37.48,23.09,14.38,14.38
15-30cm,37.96,24.36,13.6,20.41
30-60cm,36.81,23.21,13.6,40.8
60-100cm,35.96,22.42,13.54,54.17
