depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,25.96,14.42,11.54,5.77
5-15cm,26.58,15.0,11.58,11.58
15-30cm,29.65,17.98,11.66,17.49
30-60cm,34.18,22.06,12.12,36.36
60-100cm,34.05,21.95,12.11,48.42
