depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,28.48,16.8,11.68,5.84
5-15cm,27.98,16.52,11.46,11.46
15-30cm,29.65,18.21,11.45,17.17
30-60cm,29.36,18.04,11.32,33.96
60-100cm,28.51,17.39,11.13,44.51
