depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.82,23.88,14.94,7.47
5-15cm,38.81,24.32,14.48,14.48
15-30cm,39.28,25.16,14.11,21.17
30-60cm,39.54,25.54,14.0,42.0
60-100cm,39.34,25.17,14.17,56.69
