depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.27,23.32,15.95,7.97
5-15cm,38.08,22.7,15.38,15.38
15-30cm,37.56,22.91,14.65,21.97
30-60cm,36.67,22.31,14.36,43.09
60-100cm,36.54,22.21,14.33,57.31
