property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,53,53,53,53,54
soc,480,376,263,162,122
clay,363,369,375,444,435
sand,317,312,311,266,256
silt,320,320,313,289,308
bdod,110,111,116,119,120
cec,184,157,142,130,124
