depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.26,24.75,14.51,7.26
5-15cm,39.37,25.21,14.16,14.16
15-30cm,40.06,26.37,13.68,20.52
30-60cm,38.71,24.41,14.29,42.88
60-100cm,37.8,23.28,14.52,58.06
