property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,58.0,58.0,57.0,58.0,58.0
soc,489.62500000000006,323.55,199.0,118.3875,99.9375
clay,359.0,360.0,376.0,390.0,384.0
sand,323.0,326.0,319.0,313.0,319.0
silt,318.0,314.0,306.0,297.0,297.0
bdod,134.8375,138.22500000000002,141.22500000000002,144.6125,144.6125
cec,205.0,199.0,188.0,175.0,160.0
