depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.19,24.43,14.76,7.38
5-15cm,39.46,24.87,14.59,14.59
15-30cm,38.14,23.92,14.22,21.33
30-60cm,39.09,25.42,13.67,41.02
60-100cm,38.46,24.56,13.9,55.59
