depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,24.76,14.45,10.31,5.15
5-15cm,25.15,14.72,10.44,10.44
15-30cm,27.95,17.39,10.56,15.85
30-60cm,31.63,20.47,11.16,33.48
60-100cm,33.34,22.02,11.31,45.25
