depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,29.69,16.63,13.07,6.53
5-15cm,29.25,16.52,12.74,12.74
15-30cm,31.58,18.95,12.64,18.95
30-60cm,37.67,25.17,12.49,37.48
60-100cm,37.21,24.72,12.49,49.95
