depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.44,23.44,16.0,8.0
5-15cm,37.88,22.43,15.46,15.46
15-30cm,37.2,22.23,14.97,22.46
30-60cm,36.76,22.14,14.62,43.85
60-100cm,35.7,21.01,14.69,58.78
