depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.91,25.74,14.17,7.09
5-15cm,39.35,25.21,14.14,14.14
15-30cm,40.3,26.98,13.32,19.98
30-60cm,39.53,25.81,13.71,41.14
60-100cm,37.85,23.87,13.97,55.9
