depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.2,23.6,12.6,6.3
5-15cm,33.61,21.23,12.37,12.37
15-30cm,37.93,25.46,12.47,18.7
30-60cm,39.41,27.1,12.31,36.93
60-100cm,39.12,26.81,12.31,49.22
