depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,41.69,26.05,15.64,7.82
5-15cm,39.24,25.38,13.86,13.86
15-30cm,39.18,26.64,12.54,18.82
30-60cm,37.62,25.1,12.52,37.57
60-100cm,38.64,26.43,12.21,48.85
