depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.6,23.38,15.22,7.61
5-15cm,37.5,22.73,14.77,14.77
15-30cm,37.62,23.29,14.33,21.49
30-60cm,36.9,22.68,14.22,42.66
60-100cm,35.82,21.77,14.05,56.19
