depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.07,24.66,14.41,7.2
5-15cm,38.48,24.2,14.28,14.28
15-30cm,38.5,24.63,13.87,20.8
30-60cm,37.15,23.18,13.97,41.91
60-100cm,36.26,22.25,14.02,56.07
