depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.05,22.67,15.38,7.69
5-15cm,35.9,21.22,14.67,14.67
15-30cm,35.63,21.45,14.18,21.27
30-60cm,36.76,23.29,13.47,40.4
60-100cm,36.57,23.03,13.54,54.16
