property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,60.07500000000002,60.07500000000002,60.5375,61.07500000000001,62.07500000000001
soc,416.0,278.0,171.0,84.0,48.0
clay,389.0,384.0,383.6125,393.61250000000007,371.68750000000006
sand,224.14999999999998,224.68750000000003,224.53750000000002,224.85000000000002,246.70000000000005
silt,386.85,391.3125,391.85,381.5375000000001,381.61250000000007
bdod,137.0,140.0,143.0,145.0,144.0
cec,225.6125,219.38750000000005,214.2375,191.77500000000003,177.2375
