depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,29.98,18.3,11.68,5.84
5-15cm,27.55,16.41,11.14,11.14
15-30cm,27.59,16.51,11.09,16.63
30-60cm,26.72,15.95,10.77,32.3
60-100cm,24.93,14.58,10.36,41.42
