depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.79,25.34,14.45,7.22
5-15cm,39.65,25.69,13.96,13.96
15-30cm,39.74,26.14,13.6,20.4
30-60cm,40.42,26.96,13.47,40.4
60-100cm,39.63,25.93,13.7,54.8
