depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.25,25.87,14.38,7.19
5-15cm,39.06,24.51,14.56,14.56
15-30cm,36.73,22.61,14.12,21.18
30-60cm,38.44,25.11,13.33,40.0
60-100cm,38.3,24.92,13.38,53.52
