depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,32.24,19.31,12.93,6.47
5-15cm,31.51,18.99,12.52,12.52
15-30cm,36.41,23.93,12.48,18.72
30-60cm,38.31,25.86,12.45,37.34
60-100cm,36.89,24.43,12.46,49.82
