depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.5,25.4,14.1,7.05
5-15cm,38.88,24.9,13.98,13.98
15-30cm,38.58,25.26,13.32,19.99
30-60cm,38.21,24.92,13.3,39.89
60-100cm,37.38,24.06,13.32,53.27
