depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,31.86,18.97,12.9,6.45
5-15cm,30.29,17.99,12.3,12.3
15-30cm,28.72,17.12,11.61,17.41
30-60cm,28.89,17.51,11.38,34.13
60-100cm,28.54,17.2,11.34,45.35
