depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,26.22,14.6,11.63,5.81
5-15cm,24.75,13.75,10.99,10.99
15-30cm,26.3,15.23,11.07,16.6
30-60cm,34.64,22.83,11.81,35.42
60-100cm,37.02,24.96,12.06,48.25
