depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,26.69,15.63,11.06,5.53
5-15cm,27.12,15.98,11.14,11.14
15-30cm,31.84,20.35,11.49,17.23
30-60cm,36.73,24.83,11.91,35.72
60-100cm,37.51,25.53,11.98,47.93
