depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.99,24.51,14.48,7.24
5-15cm,37.91,23.84,14.07,14.07
15-30cm,37.54,23.57,13.97,20.96
30-60cm,37.54,23.75,13.79,41.36
60-100cm,36.21,22.4,13.81,55.23
