depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.41,24.15,14.26,7.13
5-15cm,37.94,23.8,14.14,14.14
15-30cm,37.04,22.79,14.25,21.38
30-60cm,37.85,23.96,13.89,41.68
60-100cm,37.01,23.06,13.94,55.77
