depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.14,24.13,16.0,8.0
5-15cm,38.85,23.83,15.02,15.02
15-30cm,36.33,21.94,14.39,21.59
30-60cm,36.48,22.95,13.53,40.58
60-100cm,36.29,22.57,13.72,54.89
