depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.85,23.7,15.15,7.58
5-15cm,38.11,23.07,15.04,15.04
15-30cm,38.36,23.84,14.52,21.79
30-60cm,39.24,25.2,14.04,42.11
60-100cm,39.34,25.33,14.0,56.0
