depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,25.39,14.41,10.97,5.49
5-15cm,25.08,14.27,10.81,10.81
15-30cm,26.47,15.72,10.75,16.12
30-60cm,34.89,23.23,11.67,35.0
60-100cm,34.78,23.21,11.57,46.29
