depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,25.05,13.6,11.45,5.72
5-15cm,24.52,13.33,11.18,11.18
15-30cm,28.12,16.55,11.57,17.35
30-60cm,37.12,25.0,12.13,36.38
60-100cm,35.77,23.7,12.06,48.25
