property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,57.04938271604939,57.0246913580247,57.0246913580247,58.02469135802469,59.02469135802469
soc,517.0,412.0,208.0,141.0,93.0
clay,361.17283950617286,356.22222222222223,363.87654320987656,375.9753086419753,360.8765432098766
sand,251.7530864197531,252.7283950617284,245.92592592592595,245.80246913580248,251.8271604938272
silt,387.0740740740741,391.0493827160494,390.1975308641976,378.22222222222223,387.2962962962963
bdod,129.0,132.0,133.0,135.0,136.0
cec,247.0740740740741,246.0,226.0246913580247,209.02469135802468,200.0246913580247
