depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.27,25.54,13.73,6.87
5-15cm,38.14,24.59,13.54,13.54
15-30cm,38.35,25.08,13.26,19.89
30-60cm,37.56,24.37,13.19,39.57
60-100cm,37.21,24.11,13.1,52.41
