depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,30.12,18.4,11.72,5.86
5-15cm,28.0,16.97,11.03,11.03
15-30cm,28.79,17.62,11.17,16.76
30-60cm,29.76,18.47,11.29,33.86
60-100cm,27.39,16.68,10.71,42.83
