property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,60.0,60.0,60.0,61.0,62.0
soc,212.45454545454547,183.81818181818184,110.9090909090909,82.27272727272728,65.63636363636364
clay,210.0,206.0,271.0,398.0,395.0
sand,565.0,567.0,517.0,416.0,413.0
silt,226.0,227.0,211.0,187.0,191.0
bdod,126.9090909090909,130.90909090909093,133.63636363636365,138.72727272727275,140.45454545454547
cec,168.0,160.0,154.0,157.0,158.0
