depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.41,24.36,15.05,7.52
5-15cm,38.37,23.96,14.41,14.41
15-30cm,38.98,25.71,13.28,19.91
30-60cm,40.08,27.32,12.76,38.28
60-100cm,39.34,26.29,13.05,52.21
