property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,55.734939759036145,55.734939759036145,55.734939759036145,55.734939759036145,55.734939759036145
soc,572.0,436.0,316.0,186.0,131.0
clay,233.90361445783134,233.49397590361446,288.73493975903614,411.98795180722897,407.96385542168673
sand,554.3253012048193,554.2048192771084,506.0843373493976,415.6506024096385,421.4698795180723
silt,212.03614457831324,212.03614457831324,205.18072289156626,172.36144578313252,170.56626506024097
bdod,83.0,85.0,91.0,92.0,98.0
cec,200.20481927710844,177.8192771084337,168.34939759036143,162.34939759036143,158.93975903614458
