depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.49,23.7,14.79,7.4
5-15cm,37.88,23.42,14.46,14.46
15-30cm,37.92,24.04,13.87,20.81
30-60cm,37.99,24.18,13.81,41.43
60-100cm,36.98,22.93,14.05,56.19
