depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.17,23.07,16.1,8.05
5-15cm,37.44,22.11,15.33,15.33
15-30cm,37.55,23.25,14.29,21.44
30-60cm,37.8,23.88,13.92,41.76
60-100cm,37.07,23.11,13.96,55.84
