depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.64,25.58,13.05,6.53
5-15cm,37.2,24.67,12.53,12.53
15-30cm,36.6,24.18,12.42,18.63
30-60cm,35.85,23.57,12.27,36.82
60-100cm,35.38,23.15,12.23,48.92
