property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,59.2625,58.525,58.262499999999996,58.525,58.525
soc,460.0,410.0,266.0,135.0,82.0
clay,351.21250000000003,355.95000000000005,375.0,392.475,393.8875
sand,250.78750000000002,251.3125,242.0,231.7875,226.7375
silt,397.7375,392.7375,382.7375,375.7375,380.37500000000006
bdod,122.0,126.0,129.0,129.0,130.0
cec,232.525,211.05,197.05,188.10000000000002,176.3625
