depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.62,21.54,14.08,7.04
5-15cm,35.55,21.73,13.81,13.81
15-30cm,37.07,24.03,13.04,19.56
30-60cm,37.05,24.18,12.87,38.6
60-100cm,37.67,24.94,12.73,50.92
