depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,25.41,14.67,10.73,5.37
5-15cm,26.65,15.63,11.03,11.03
15-30cm,30.12,18.98,11.14,16.7
30-60cm,37.07,25.17,11.9,35.7
60-100cm,39.13,27.06,12.07,48.28
