depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,42.39,26.18,16.2,8.1
5-15cm,41.18,25.73,15.45,15.45
15-30cm,38.98,25.21,13.77,20.65
30-60cm,39.24,26.1,13.13,39.4
60-100cm,39.96,26.97,12.98,51.93
