depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.18,20.65,15.52,7.76
5-15cm,32.49,18.81,13.68,13.68
15-30cm,31.17,18.91,12.26,18.39
30-60cm,29.53,18.13,11.4,34.19
60-100cm,29.9,18.49,11.41,45.63
