depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,24.82,13.61,11.21,5.6
5-15cm,25.24,14.05,11.19,11.19
15-30cm,28.23,16.98,11.25,16.87
30-60cm,33.13,21.42,11.71,35.13
60-100cm,34.75,22.81,11.94,47.76
