depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,26.17,14.56,11.61,5.8
5-15cm,25.21,14.01,11.2,11.2
15-30cm,26.28,15.38,10.89,16.34
30-60cm,33.6,21.96,11.64,34.92
60-100cm,33.07,21.56,11.51,46.05
