depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.86,24.41,16.45,8.22
5-15cm,39.42,23.91,15.51,15.51
15-30cm,37.97,24.25,13.72,20.58
30-60cm,38.13,24.91,13.22,39.67
60-100cm,38.58,25.46,13.13,52.5
