crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
sugarcane,2016-12-16,2016-12-31,2016-12_Q2,113.63,-0.294,-1.281,-0.919,-0.771,96.22,0.0,0.4249,57.51,37.4668,111.21,31.7629,238.25,22.5567,238.25,61.392,46.5833,HIGH
sugarcane,2017-01-01,2017-01-15,2017-01_Q1,113.63,0.534,-0.277,-0.156,-0.455,174.36,10.08,0.5619,43.81,71.2009,194.04,35.8634,238.25,25.3374,238.25,67.705,56.0432,NOT_SUITABLE
sugarcane,2017-01-16,2017-01-31,2017-01_Q2,113.63,0.839,-0.428,-0.432,-0.684,185.62,0.0,0.6253,37.47,50.9858,127.03,21.8731,127.03,15.376,127.03,48.6135,52.7604,NOT_SUITABLE
sugarcane,2017-02-01,2017-02-15,2017-02_Q1,113.63,-0.631,-0.497,-0.69,-0.964,68.41,0.0,0.288,71.2,19.5368,44.21,8.7216,44.21,5.9302,44.21,52.0135,55.2853,MEDIUM
sugarcane,2017-02-16,2017-02-28,2017-02_Q2,113.63,-0.117,-0.14,-0.965,-0.81,122.12,0.0,0.4901,50.99,0.0,0.0,0.0,0.0,5.8953,39.23,53.2244,55.7949,LOW
sugarcane,2017-03-01,2017-03-15,2017-03_Q1,113.63,0.292,-0.228,-0.581,-0.57,198.44,16.38,0.8046,19.54,0.0,0.0,0.0,0.0,15.7491,99.86,47.7027,57.4777,MEDIUM
sugarcane,2017-03-16,2017-03-31,2017-03_Q2,113.63,1.541,1.104,0.614,0.737,573.98,113.63,1.0,0.0,0.0,0.0,0.0,0.0,27.3757,164.89,46.3039,52.1467,MEDIUM
sugarcane,2017-04-01,2017-04-15,2017-04_Q1,113.63,1.45,0.865,0.57,0.641,496.03,90.63,1.0,0.0,0.0,0.0,0.0,0.0,26.5176,164.89,31.7629,47.123,MEDIUM
sugarcane,2017-04-16,2017-04-30,2017-04_Q2,113.63,-0.503,1.029,0.551,0.744,102.25,88.35,1.0,0.0,0.0,0.0,0.0,0.0,28.6877,183.77,35.8634,42.0477,MEDIUM
sugarcane,2017-05-01,2017-05-15,2017-05_Q1,113.63,-0.131,1.077,0.666,0.741,123.11,98.68,1.0,0.0,0.0,0.0,0.0,0.0,27.2481,183.77,21.8731,38.2381,MEDIUM
