depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,26.75,15.22,11.53,5.77
5-15cm,26.75,15.38,11.37,11.37
15-30cm,29.28,17.89,11.38,17.07
30-60cm,35.25,23.31,11.94,35.82
60-100cm,36.09,24.08,12.0,48.02
